instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime,year,month,day,day_of_week,week_of_year,season_label,weather_label,weekday_label,time_of_day,is_rush_hour,temp_category,temp_celsius,atemp_celsius,usage_period
11134,2012-04-14,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,3,53,56,2012-04-14 02:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Night,0,Moderate,7.58,3.6950000000000003,Off-Peak
11135,2012-04-14,2,1,4,3,0,6,0,1,0.36,0.3636,0.66,0.0896,6,26,32,2012-04-14 03:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Night,0,Moderate,6.76,2.1799999999999997,Off-Peak
11136,2012-04-14,2,1,4,4,0,6,0,1,0.36,0.3636,0.71,0.1045,5,9,14,2012-04-14 04:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Night,0,Moderate,6.76,2.1799999999999997,Off-Peak
11137,2012-04-14,2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,2,5,7,2012-04-14 05:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Night,0,Moderate,6.76,2.1799999999999997,Off-Peak
11138,2012-04-14,2,1,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,2,19,21,2012-04-14 06:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Morning,0,Moderate,5.940000000000001,0.6649999999999991,Off-Peak
11139,2012-04-14,2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,8,56,64,2012-04-14 07:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Morning,1,Moderate,6.76,2.1799999999999997,Peak
11140,2012-04-14,2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,24,136,160,2012-04-14 08:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Morning,1,Moderate,6.76,1.4249999999999972,Peak
11141,2012-04-14,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,59,206,265,2012-04-14 09:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Morning,0,Moderate,9.219999999999999,5.210000000000001,Off-Peak
11142,2012-04-14,2,1,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,139,267,406,2012-04-14 10:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Morning,0,Moderate,10.86,6.725000000000001,Off-Peak
11143,2012-04-14,2,1,4,11,0,6,0,1,0.52,0.5,0.45,0.194,207,357,564,2012-04-14 11:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Morning,0,Moderate,13.32,9.0,Off-Peak
11144,2012-04-14,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,274,404,678,2012-04-14 12:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Afternoon,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11145,2012-04-14,2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,308,370,678,2012-04-14 13:00:00,2012,4,14,5,15,Summer,Clear,Saturday,Afternoon,0,Hot,17.419999999999998,15.059999999999999,Off-Peak
11146,2012-04-14,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,288,372,660,2012-04-14 14:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Afternoon,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11147,2012-04-14,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,311,347,658,2012-04-14 15:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Afternoon,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11148,2012-04-14,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,253,329,582,2012-04-14 16:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Afternoon,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11149,2012-04-14,2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,251,309,560,2012-04-14 17:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Afternoon,1,Hot,17.419999999999998,15.059999999999999,Peak
11150,2012-04-14,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,197,284,481,2012-04-14 18:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Evening,1,Hot,17.419999999999998,15.059999999999999,Peak
11151,2012-04-14,2,1,4,19,0,6,0,2,0.6,0.6212,0.4,0.1642,163,296,459,2012-04-14 19:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Evening,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11152,2012-04-14,2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,112,209,321,2012-04-14 20:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Evening,0,Moderate,14.96,10.515,Off-Peak
11153,2012-04-14,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,53,167,220,2012-04-14 21:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Evening,0,Moderate,14.96,10.515,Off-Peak
11154,2012-04-14,2,1,4,22,0,6,0,2,0.54,0.5152,0.52,0.1642,64,148,212,2012-04-14 22:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Evening,0,Moderate,14.14,9.759999999999998,Off-Peak
11155,2012-04-14,2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.194,45,151,196,2012-04-14 23:00:00,2012,4,14,5,15,Summer,Mist,Saturday,Evening,0,Moderate,14.14,9.759999999999998,Off-Peak
11156,2012-04-15,2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.194,30,94,124,2012-04-15 00:00:00,2012,4,15,6,15,Summer,Mist,Sunday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11157,2012-04-15,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,17,89,106,2012-04-15 01:00:00,2012,4,15,6,15,Summer,Mist,Sunday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11158,2012-04-15,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,20,54,74,2012-04-15 02:00:00,2012,4,15,6,15,Summer,Mist,Sunday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11159,2012-04-15,2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,18,27,45,2012-04-15 03:00:00,2012,4,15,6,15,Summer,Mist,Sunday,Night,0,Moderate,13.32,9.0,Off-Peak
11160,2012-04-15,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0.0,2,10,12,2012-04-15 04:00:00,2012,4,15,6,15,Summer,Mist,Sunday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11161,2012-04-15,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,4,6,10,2012-04-15 05:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Night,0,Moderate,12.5,8.240000000000002,Off-Peak
11162,2012-04-15,2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,5,11,16,2012-04-15 06:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Morning,0,Moderate,12.5,8.240000000000002,Off-Peak
11163,2012-04-15,2,1,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,16,30,46,2012-04-15 07:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Morning,1,Moderate,12.5,8.240000000000002,Peak
11164,2012-04-15,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0.0,33,64,97,2012-04-15 08:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Morning,1,Moderate,13.32,9.0,Peak
11165,2012-04-15,2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,97,154,251,2012-04-15 09:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Morning,0,Moderate,14.14,9.759999999999998,Off-Peak
11166,2012-04-15,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,186,235,421,2012-04-15 10:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Morning,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11167,2012-04-15,2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,227,301,528,2012-04-15 11:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Morning,0,Hot,17.419999999999998,15.059999999999999,Off-Peak
11168,2012-04-15,2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,275,360,635,2012-04-15 12:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Afternoon,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11169,2012-04-15,2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,298,383,681,2012-04-15 13:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Afternoon,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11170,2012-04-15,2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,282,346,628,2012-04-15 14:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Afternoon,0,Hot,20.7,15.819999999999997,Off-Peak
11171,2012-04-15,2,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,266,351,617,2012-04-15 15:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Afternoon,0,Hot,20.7,15.819999999999997,Off-Peak
11172,2012-04-15,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,286,330,616,2012-04-15 16:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Afternoon,0,Hot,21.52,16.574999999999996,Off-Peak
11173,2012-04-15,2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,262,361,623,2012-04-15 17:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Afternoon,1,Hot,20.7,15.819999999999997,Peak
11174,2012-04-15,2,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,184,295,479,2012-04-15 18:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Evening,1,Hot,20.7,15.819999999999997,Peak
11175,2012-04-15,2,1,4,19,0,0,0,1,0.7,0.6364,0.42,0.2537,114,265,379,2012-04-15 19:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Evening,0,Hot,20.7,15.819999999999997,Off-Peak
11176,2012-04-15,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,86,205,291,2012-04-15 20:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Evening,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11177,2012-04-15,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,76,153,229,2012-04-15 21:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Evening,0,Hot,17.419999999999998,15.059999999999999,Off-Peak
11178,2012-04-15,2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,37,97,134,2012-04-15 22:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Evening,0,Hot,19.880000000000003,15.819999999999997,Off-Peak
11179,2012-04-15,2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,25,65,90,2012-04-15 23:00:00,2012,4,15,6,15,Summer,Clear,Sunday,Evening,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11180,2012-04-16,2,1,4,0,1,1,0,1,0.64,0.6212,0.53,0.3284,15,26,41,2012-04-16 00:00:00,2012,4,16,0,16,Summer,Clear,Monday,Night,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11181,2012-04-16,2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,7,21,28,2012-04-16 01:00:00,2012,4,16,0,16,Summer,Clear,Monday,Night,0,Hot,17.419999999999998,14.305,Off-Peak
11182,2012-04-16,2,1,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,5,9,14,2012-04-16 02:00:00,2012,4,16,0,16,Summer,Clear,Monday,Night,0,Moderate,16.599999999999998,14.305,Off-Peak
11183,2012-04-16,2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.194,3,5,8,2012-04-16 03:00:00,2012,4,16,0,16,Summer,Clear,Monday,Night,0,Moderate,15.779999999999998,11.274999999999999,Off-Peak
11184,2012-04-16,2,1,4,4,1,1,0,1,0.54,0.5152,0.77,0.2239,0,6,6,2012-04-16 04:00:00,2012,4,16,0,16,Summer,Clear,Monday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11185,2012-04-16,2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,4,34,38,2012-04-16 05:00:00,2012,4,16,0,16,Summer,Clear,Monday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11186,2012-04-16,2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,10,123,133,2012-04-16 06:00:00,2012,4,16,0,16,Summer,Clear,Monday,Morning,0,Moderate,13.32,9.0,Off-Peak
11187,2012-04-16,2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343,20,367,387,2012-04-16 07:00:00,2012,4,16,0,16,Summer,Clear,Monday,Morning,1,Moderate,13.32,9.0,Peak
11188,2012-04-16,2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,48,549,597,2012-04-16 08:00:00,2012,4,16,0,16,Summer,Mist,Monday,Morning,1,Moderate,14.96,10.515,Peak
11189,2012-04-16,2,1,4,9,1,1,0,1,0.62,0.6061,0.69,0.2239,59,238,297,2012-04-16 09:00:00,2012,4,16,0,16,Summer,Clear,Monday,Morning,0,Hot,17.419999999999998,14.305,Off-Peak
11190,2012-04-16,2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,75,149,224,2012-04-16 10:00:00,2012,4,16,0,16,Summer,Clear,Monday,Morning,0,Hot,17.419999999999998,14.305,Off-Peak
11191,2012-04-16,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,115,136,251,2012-04-16 11:00:00,2012,4,16,0,16,Summer,Clear,Monday,Morning,0,Hot,18.240000000000002,14.305,Off-Peak
11192,2012-04-16,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,75,196,271,2012-04-16 12:00:00,2012,4,16,0,16,Summer,Clear,Monday,Afternoon,0,Hot,19.880000000000003,15.819999999999997,Off-Peak
11193,2012-04-16,2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,79,184,263,2012-04-16 13:00:00,2012,4,16,0,16,Summer,Clear,Monday,Afternoon,0,Hot,22.34,17.335,Off-Peak
11194,2012-04-16,2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,105,183,288,2012-04-16 14:00:00,2012,4,16,0,16,Summer,Clear,Monday,Afternoon,0,Hot,23.16,18.089999999999996,Off-Peak
11195,2012-04-16,2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478,81,194,275,2012-04-16 15:00:00,2012,4,16,0,16,Summer,Clear,Monday,Afternoon,0,Hot,24.800000000000004,18.849999999999994,Off-Peak
11196,2012-04-16,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358,2012-04-16 16:00:00,2012,4,16,0,16,Summer,Clear,Monday,Afternoon,0,Hot,24.800000000000004,18.849999999999994,Off-Peak
11197,2012-04-16,2,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,111,601,712,2012-04-16 17:00:00,2012,4,16,0,16,Summer,Clear,Monday,Afternoon,1,Hot,24.800000000000004,18.849999999999994,Peak
11198,2012-04-16,2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,87,589,676,2012-04-16 18:00:00,2012,4,16,0,16,Summer,Clear,Monday,Evening,1,Hot,24.800000000000004,18.849999999999994,Peak
11199,2012-04-16,2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,61,461,522,2012-04-16 19:00:00,2012,4,16,0,16,Summer,Clear,Monday,Evening,0,Hot,23.16,17.335,Off-Peak
11200,2012-04-16,2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,48,327,375,2012-04-16 20:00:00,2012,4,16,0,16,Summer,Clear,Monday,Evening,0,Hot,22.34,16.574999999999996,Off-Peak
11201,2012-04-16,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,39,232,271,2012-04-16 21:00:00,2012,4,16,0,16,Summer,Clear,Monday,Evening,0,Hot,19.880000000000003,15.819999999999997,Off-Peak
11202,2012-04-16,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,35,179,214,2012-04-16 22:00:00,2012,4,16,0,16,Summer,Clear,Monday,Evening,0,Hot,19.880000000000003,15.819999999999997,Off-Peak
11203,2012-04-16,2,1,4,23,1,1,0,1,0.7,0.6364,0.45,0.2985,24,97,121,2012-04-16 23:00:00,2012,4,16,0,16,Summer,Clear,Monday,Evening,0,Hot,20.7,15.819999999999997,Off-Peak
11204,2012-04-17,2,1,4,0,0,2,1,1,0.66,0.6212,0.54,0.194,10,33,43,2012-04-17 00:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Night,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11205,2012-04-17,2,1,4,1,0,2,1,1,0.64,0.6212,0.57,0.1642,6,5,11,2012-04-17 01:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Night,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11206,2012-04-17,2,1,4,2,0,2,1,1,0.56,0.5303,0.83,0.1045,1,3,4,2012-04-17 02:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Night,0,Moderate,14.96,10.515,Off-Peak
11207,2012-04-17,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,0,6,6,2012-04-17 03:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Night,0,Moderate,14.96,10.515,Off-Peak
11208,2012-04-17,2,1,4,4,0,2,1,1,0.66,0.6212,0.44,0.2239,3,6,9,2012-04-17 04:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Night,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11209,2012-04-17,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,1,29,30,2012-04-17 05:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Night,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11210,2012-04-17,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,8,136,144,2012-04-17 06:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Morning,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11211,2012-04-17,2,1,4,7,0,2,1,1,0.6,0.6212,0.43,0.2537,18,443,461,2012-04-17 07:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Morning,1,Moderate,16.599999999999998,15.059999999999999,Peak
11212,2012-04-17,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,42,631,673,2012-04-17 08:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Morning,1,Moderate,16.599999999999998,15.059999999999999,Peak
11213,2012-04-17,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,71,329,400,2012-04-17 09:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Morning,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11214,2012-04-17,2,1,4,10,0,2,1,1,0.6,0.6212,0.38,0.4179,52,165,217,2012-04-17 10:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Morning,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11215,2012-04-17,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,65,174,239,2012-04-17 11:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Morning,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11216,2012-04-17,2,1,4,12,0,2,1,1,0.6,0.6212,0.33,0.3582,65,179,244,2012-04-17 12:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Afternoon,0,Moderate,16.599999999999998,15.059999999999999,Off-Peak
11217,2012-04-17,2,1,4,13,0,2,1,1,0.62,0.6212,0.29,0.2537,52,187,239,2012-04-17 13:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Afternoon,0,Hot,17.419999999999998,15.059999999999999,Off-Peak
11218,2012-04-17,2,1,4,14,0,2,1,1,0.64,0.6212,0.27,0.2836,59,198,257,2012-04-17 14:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Afternoon,0,Hot,18.240000000000002,15.059999999999999,Off-Peak
11219,2012-04-17,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,91,217,308,2012-04-17 15:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Afternoon,0,Hot,19.060000000000002,15.059999999999999,Off-Peak
11220,2012-04-17,2,1,4,16,0,2,1,1,0.68,0.6212,0.22,0.3582,50,320,370,2012-04-17 16:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Afternoon,0,Hot,19.880000000000003,15.059999999999999,Off-Peak
11221,2012-04-17,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,108,673,781,2012-04-17 17:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Afternoon,1,Hot,18.240000000000002,14.305,Peak
11222,2012-04-17,2,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,105,670,775,2012-04-17 18:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Evening,1,Hot,18.240000000000002,14.305,Peak
11223,2012-04-17,2,1,4,19,0,2,1,1,0.6,0.6061,0.26,0.2537,73,464,537,2012-04-17 19:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Evening,0,Moderate,16.599999999999998,14.305,Off-Peak
11224,2012-04-17,2,1,4,20,0,2,1,1,0.6,0.6061,0.23,0.2836,44,358,402,2012-04-17 20:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Evening,0,Moderate,16.599999999999998,14.305,Off-Peak
11225,2012-04-17,2,1,4,21,0,2,1,1,0.56,0.5303,0.26,0.2985,37,260,297,2012-04-17 21:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Evening,0,Moderate,14.96,10.515,Off-Peak
11226,2012-04-17,2,1,4,22,0,2,1,1,0.54,0.5152,0.3,0.2537,18,144,162,2012-04-17 22:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Evening,0,Moderate,14.14,9.759999999999998,Off-Peak
11227,2012-04-17,2,1,4,23,0,2,1,1,0.54,0.5152,0.32,0.2239,10,72,82,2012-04-17 23:00:00,2012,4,17,1,16,Summer,Clear,Tuesday,Evening,0,Moderate,14.14,9.759999999999998,Off-Peak
11228,2012-04-18,2,1,4,0,0,3,1,1,0.54,0.5152,0.32,0.1642,3,35,38,2012-04-18 00:00:00,2012,4,18,2,16,Summer,Clear,Wednesday,Night,0,Moderate,14.14,9.759999999999998,Off-Peak
11229,2012-04-18,2,1,4,1,0,3,1,1,0.52,0.5,0.34,0.194,1,13,14,2012-04-18 01:00:00,2012,4,18,2,16,Summer,Clear,Wednesday,Night,0,Moderate,13.32,9.0,Off-Peak
11230,2012-04-18,2,1,4,2,0,3,1,2,0.5,0.4848,0.42,0.194,1,8,9,2012-04-18 02:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Night,0,Moderate,12.5,8.240000000000002,Off-Peak
11231,2012-04-18,2,1,4,3,0,3,1,2,0.5,0.4848,0.42,0.2239,0,6,6,2012-04-18 03:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Night,0,Moderate,12.5,8.240000000000002,Off-Peak
11232,2012-04-18,2,1,4,4,0,3,1,2,0.5,0.4848,0.42,0.2836,0,7,7,2012-04-18 04:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Night,0,Moderate,12.5,8.240000000000002,Off-Peak
11233,2012-04-18,2,1,4,5,0,3,1,2,0.5,0.4848,0.39,0.2836,0,34,34,2012-04-18 05:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Night,0,Moderate,12.5,8.240000000000002,Off-Peak
11234,2012-04-18,2,1,4,6,0,3,1,2,0.5,0.4848,0.39,0.2836,6,128,134,2012-04-18 06:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Morning,0,Moderate,12.5,8.240000000000002,Off-Peak
11235,2012-04-18,2,1,4,7,0,3,1,2,0.5,0.4848,0.39,0.194,10,408,418,2012-04-18 07:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Morning,1,Moderate,12.5,8.240000000000002,Peak
11236,2012-04-18,2,1,4,8,0,3,1,3,0.5,0.4848,0.39,0.194,25,551,576,2012-04-18 08:00:00,2012,4,18,2,16,Summer,Light Snow/Rain,Wednesday,Morning,1,Moderate,12.5,8.240000000000002,Peak
11237,2012-04-18,2,1,4,9,0,3,1,3,0.48,0.4697,0.44,0.2985,20,245,265,2012-04-18 09:00:00,2012,4,18,2,16,Summer,Light Snow/Rain,Wednesday,Morning,0,Moderate,11.68,7.484999999999999,Off-Peak
11238,2012-04-18,2,1,4,10,0,3,1,3,0.48,0.4697,0.47,0.2239,31,116,147,2012-04-18 10:00:00,2012,4,18,2,16,Summer,Light Snow/Rain,Wednesday,Morning,0,Moderate,11.68,7.484999999999999,Off-Peak
11239,2012-04-18,2,1,4,11,0,3,1,3,0.46,0.4545,0.47,0.2537,14,105,119,2012-04-18 11:00:00,2012,4,18,2,16,Summer,Light Snow/Rain,Wednesday,Morning,0,Moderate,10.86,6.725000000000001,Off-Peak
11240,2012-04-18,2,1,4,12,0,3,1,3,0.46,0.4545,0.51,0.1045,15,95,110,2012-04-18 12:00:00,2012,4,18,2,16,Summer,Light Snow/Rain,Wednesday,Afternoon,0,Moderate,10.86,6.725000000000001,Off-Peak
11241,2012-04-18,2,1,4,13,0,3,1,3,0.46,0.4545,0.59,0.0,13,51,64,2012-04-18 13:00:00,2012,4,18,2,16,Summer,Light Snow/Rain,Wednesday,Afternoon,0,Moderate,10.86,6.725000000000001,Off-Peak
11242,2012-04-18,2,1,4,14,0,3,1,3,0.44,0.4394,0.72,0.1045,8,43,51,2012-04-18 14:00:00,2012,4,18,2,16,Summer,Light Snow/Rain,Wednesday,Afternoon,0,Moderate,10.04,5.969999999999999,Off-Peak
11243,2012-04-18,2,1,4,15,0,3,1,3,0.42,0.4242,0.77,0.194,10,88,98,2012-04-18 15:00:00,2012,4,18,2,16,Summer,Light Snow/Rain,Wednesday,Afternoon,0,Moderate,9.219999999999999,5.210000000000001,Off-Peak
11244,2012-04-18,2,1,4,16,0,3,1,2,0.42,0.4242,0.77,0.2239,36,199,235,2012-04-18 16:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Afternoon,0,Moderate,9.219999999999999,5.210000000000001,Off-Peak
11245,2012-04-18,2,1,4,17,0,3,1,2,0.42,0.4242,0.77,0.194,46,442,488,2012-04-18 17:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Afternoon,1,Moderate,9.219999999999999,5.210000000000001,Peak
11246,2012-04-18,2,1,4,18,0,3,1,2,0.42,0.4242,0.77,0.0,27,478,505,2012-04-18 18:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Evening,1,Moderate,9.219999999999999,5.210000000000001,Peak
11247,2012-04-18,2,1,4,19,0,3,1,2,0.42,0.4242,0.77,0.1343,26,342,368,2012-04-18 19:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Evening,0,Moderate,9.219999999999999,5.210000000000001,Off-Peak
11248,2012-04-18,2,1,4,20,0,3,1,2,0.42,0.4242,0.77,0.1045,8,252,260,2012-04-18 20:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Evening,0,Moderate,9.219999999999999,5.210000000000001,Off-Peak
11249,2012-04-18,2,1,4,21,0,3,1,2,0.42,0.4242,0.82,0.0896,24,165,189,2012-04-18 21:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Evening,0,Moderate,9.219999999999999,5.210000000000001,Off-Peak
11250,2012-04-18,2,1,4,22,0,3,1,2,0.42,0.4242,0.77,0.0896,9,153,162,2012-04-18 22:00:00,2012,4,18,2,16,Summer,Mist,Wednesday,Evening,0,Moderate,9.219999999999999,5.210000000000001,Off-Peak
